volgnr.,id,filename,link,viewer,title,date,description,creator,publisher,physical_width,physical_height,scale,dpi,north,south,east,west,overige,
4180,0106051080121,0106051080121.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3180,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3180,Tartaria sive Magni Chami imperivm,1635,"Annotatie: Beschreven in: Koeman, Atlantes Neerlandici I, p. 96 (202) [212]; Van der Krogt, Koeman's Atlantes Neerlandici, dl. 2, p. 591 [8050:2]; Origineel is Blad 199 in atlas factice; Zonder tekst op keerzijde; Annotatie geografische gegevens: Schaalstok van 120 Milliaria Germanica communia (= 6,7 cm)",Willem Jansz Blaeu 1571-1638,[Amsterdam : Willem Jansz. Blaeu],,,13000000,300,80,40,-170,50,,
4193,0106051080025,0106051080025.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3211,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3211,Territorivm abbatiae Heresfeldensis = 't Stift Hirszfeldt,1635,"titelvariant: 't Stift Hirszfeldt; Annotatie: Origineel is Blad 103 in atlas factice; Annotatie geografische gegevens: Schaalvermeldingen linksonder: Dimidium milliaris Haßici, en: Dimidium milliaris Germanici",Willem Jansz Blaeu 1571-1638,[Amsterdami : apud Guiljelmum Blaeu],,,70000,300,51.666666666667,49.416666666667,10.166666666667,7.75,,
4816,0106051009001,0106051009001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2987,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2987,Utriusque Castiliae nova descriptio,1635,"Annotatie: Oorspr. verschenen in: Novus atlas ... - Amsterdami : apud Guiljelmum Blaeu, 1635; Origineel is Blad 8 in atlas factice","Blaeu, Willem Jansz.",[Amsterdam : W.J. Blaeu],42,50,1700000,300,44,36,5,-10,,
492,0106050557001,0106050557001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2708,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2708,Anglia Regnum,1636,"Annotatie: Oorspr. verschenen in: Gerardi Mercatoris et I. Hondii Newer Atlas oder Grosses Weltbuch ... - Amsterdam : bey Johan Jansson, 1636",,Amstelodami : apud Ioannem Ianssonium,39,50,1700000,300,61,50,2,-8,,
493,0106051024001,0106051024001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2998,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2998,Anglia Regnum / [Joannes Janssonius],1636,"Annotatie: Oorspr. verschenen in: Gerardi Mercatoris et I. Hondii Appendix Atlas ... - Amsterdam : bey Johan Jansson, 1636; Origineel is Blad 23 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Ioannem Ianssonium,39,51,1800000,300,61,50,2,-8,,
914,0106051071001,0106051071001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3052,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3052,"Berge ducatus, Marck comitatus / [Henricus Hondius]",1636,"Annotatie: Het eerst verschenen in: Gerardi Mercatoris et I. Hondii atlas appendix ... - Ambsterdam : bey Johan Jansson, 1636; Origineel is Blad 70 in atlas factice; Met inzet van de omgeving van Soest; Annotatie geografische gegevens: Noordoost boven","Hondius, Henricus",Amstelodami : sumptibus Henrici Hondii,44,56,250000,300,52.583333333333,50.333333333333,9.5,5.8333333333333,,
1359,0106051065001,0106051065001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3043,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3043,Clivia ducatus / [Joannes Janssonius],1636,"Annotatie: Het eerst verschenen in: Gerardi Mercatoris et I. Hondii appendix atlas ... - Ambsterdam : bey Johan Jansson, 1636; Origineel is Blad 64 in atlas factice; Annotatie geografische gegevens: Noordoost boven","Janssonius, Joannes (jr.) (1588-1664)",[Amsterdam : Joannes Janssonius],41,49,250000,300,52.583333333333,50.333333333333,9.5,5.8333333333333,,
2217,0106051033001,0106051033001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3008,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3008,Hibernia Regnum vulgo Ireland / [Joannes Janssonius],1636,"Annotatie: Oorspr. verschenen in: Gerardi Mercatoris et I. Hondii appendix atlas ... - Amsterdam : bey Johan Jansson, 1636; Origineel is Blad 32 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Ioannem Ianssonium,38,48,1300000,300,56,51,-5,-11,,
3795,0106051032001,0106051032001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3007,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3007,Scotia Regnum / [Joannes Janssonius],1636,"Annotatie: Oorspr. verschenen in: Gerardi Mercatoris et I. Hondii appendix atlas ... - Amsterdam : bey Johan Jansson, 1636; Origineel is Blad 31 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Ioannem Ianssonium,38,50,1300000,300,61,54.5,-0.5,-8,,
1310,0106051010001,0106051010001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2974,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2974,Catalonia,1638,"Annotatie: Oorspr. verschenen in: Atlantis novi pars secunda ... - Amstelodami : sumbtibus Ioannis Ianssonii et Henrici Hondii, 1638; Origineel is Blad 9 in atlas factice",,[Amsterdam : Joannes Janssonius & Henricus Hondius],38,49,800000,300,42.916666666667,40.5,3.3333333333333,-0.16666666666667,,
2732,0106051015001,0106051015001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2988,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2988,Le Gouvernement de l'Isle de France / par Damien de Templeux,1638,"Annotatie: Oorspr. verschenen in: Nieuwen atlas, ofte werelt beschryvinge ... - Amsterdam : apud Iohannem Janssonium, 1638; Origineel is Blad 14 in atlas factice","Templeux, Damien de",[Amsterdam : Joannes Janssonius],41,51, 350000,300,49.333333333333,48,3.6666666666667,1.3333333333333,,
3750,0106051080075,0106051080075.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3124,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3124,Sabavdia dvcatvs = Savoye,1638,"titelvariant: Savoye; Annotatie: Origineel is Blad 153 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 6 Milliaria Gallica (= 6,3 cm), en: 20 Milliaria Italica (= 7 cm)",,Amsterdami : apud Joan: Janssonium,,,520000,300,46.5,45.666666666667,7.0833333333333,5.75,,
3454,0106051080069,0106051080069.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3118,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3118,Regiones svb polo arctico / auctore Guiljelmo Blaeu,1639,Annotatie: Met wapen; Met opdracht van Joh. Blaeu aan Guilielmus Backer de Corneliis; Origineel is Blad 147 in atlas factice; Annotatie geografische gegevens: Met 3 schaalstokken,,,,,13500000,300,90,62,180,-180,,
499,0106051080027,0106051080027.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3213,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3213,Archiepiscopatvs Trevirensis,1640,Annotatie: Origineel is Blad 105 in atlas factice; Annotatie geografische gegevens: Met 2 schaalstokken,,[Amsterdam : Joh. et Cornelius Blaeu exc],5,50,370000,300,51,48.916666666667,8.5,6.0833333333333,,
2092,0106051080091,0106051080091.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3144,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3144,Graecia,1640,Annotatie: Met opdracht door Joh. en Cornelius Blaeu aan Claudius Salmasius; Origineel is Blad 169 in atlas factice; Annotatie geografische gegevens: Met schaalstok,Joan Blaeu 1597/98-1673; Cornelis Blaeu ca. 1610-1645,[Amsterdam : Joh. et Corn. Blaeu excudit],41,52,2500000,300,42,34,27,19,,
2784,0106051080109,0106051080109.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3166,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3166,Magni Mogolis imperivm,1640,Annotatie: Met opdracht door Joh. en Corn. Blaeu aan Johannes Huydekoper; Origineel is Blad 187 in atlas factice; Annotatie geografische gegevens: Met schaalstok: 45 Milliaria Germanica communia (=5 cm),Joan Blaeu 1597/98-1673; Cornelis Blaeu ca. 1610-1645,[Amsterdam : J. en C. Blaeu],,,6900000,300,39,-5,96,60,,
3106,0106051080029,0106051080029.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3068,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3068,Novam hanc territorii Francofvrtensis tabulam / ... d.d.d. Johan. et Cornel. Blaeu,1640,Annotatie: Omringd door wapenschilden van magistraten uit Frankfurt aan de Main; Origineel is Blad 107 in atlas factice; Annotatie geografische gegevens: Met schaalstok,Joan Blaeu 1597/98-1673; Cornelis Blaeu ca. 1610-1645,[Amsterdam : Joh. & Cornelius Blaeu],45,55,150000,300,51.666666666667,49.416666666667,10.166666666667,7.75,,
1555,0106051061001,0106051061001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3038,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3038,"Ducatus Gelriae pars quarta quae est Arnhemiensis, sive Velavia / [Joannes Janssonius]",1641,"Annotatie: Het eerst verschenen in: Novi Atlantis Anhang ... - Amstelodami : apud Ioannem Ianssonium, 1641; Origineel is Blad 60 in atlas factice; Annotatie geografische gegevens: Zuidoost boven","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Johannem Janssonium,38,51,275000,300,52.666666666667,51.666666666667,6.9166666666667,5.0833333333333,,
1447,0106050135001,0106050135001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3225,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3225,"De cust van Barbaria, Gualata, Arguyn, en Geneheo, van Capo S. Vincente tot Capo Verde",1644,"Annotatie: Uit: De lichtende columne, ofte zeespiegel ... -  Amsterdam : Anthony Jacobsz., 1644",,[Amsterdam : Anthony Jabobsz.],43,53,6000000,300,85,0,50,-50,,
1556,0106051068001,0106051068001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3046,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3046,Ducatus Gelriae pars secunda quae est Ruremondensis / [Joannes Janssonius],1644,"Annotatie: Het eerst verschenen in: Des nieuwen Atlantis aenhang ... derde deel ... - Amstelodami : apud Ioannem Ianssonium, 1644; Origineel is Blad 67 in atlas factice; Annotatie geografische gegevens: Zuidoost boven","Janssonius, Joannes (jr.) (1588-1664)",[Amsterdam : Joannes Janssonius],38,52,300000,300,51.833333333333,50.75,6.25,5.5,,
1621,0106051076001,0106051076001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3055,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3055,Episcopatus Paderbornensis descriptio nova / Iohanne Gigante Ludense ; [Henricus Hondius],1644,"Annotatie: Het eerst verschenen in: Novus Atlas ... Ersten Theils, Ander Stück. - Amstelodami : apud Ioannem Ianssonium, 1644; 1e staat: Amstelodami : Henricus Hondius, [1630]; Origineel is Blad 75 in atlas factice","Gigas, Joannes (1580-1650); Hondius, Henricus",Amstelodami : Joannes Janssonius excudit,38,48,225000,300,52.583333333333,50.333333333333,9.5,5.8333333333333,,
2708,0106051020001,0106051020001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2993,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2993,La Principauté d'Orange et Comtat de Venaissin / Evert Sijmonsz. Hamers veldt sculps.,1644,"Annotatie: Oorspr. verschenen in: Novus atlas, das ist, Weltbeschreibung ... - Amstelodami : apud Ioannem Ianssonium, 1644; Origineel is Blad 19 in atlas factice; Annotatie geografische gegevens: Zuid boven","Hamersveldt, Everard Symonsz. van",Amstelodami : ex. Ioannes Ianssonius,38,50,280000,300,45.25,42.833333333333,7.8333333333333,4.0833333333333,,
3852,0106051080018,0106051080018.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3197,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3197,"Silesia inferior : sereniss. ac celsiss. principibus ac dominis Dn. Georgio, Dn. Lvdovico, Dn. Christiano, fratribus : ducibus Silesiae ligniciens. ac Bergensibus, dominis gratiosissimis dicata / à Jona Sculteto Sprotta-Silesio ; Johannes Janssonius excud",1644,Annotatie: Origineel is Blad 96 in atlas factice; Annotatie geografische gegevens: Schaalstok: Milliaria German. Communia,Jonas Scultetus 1603-1664; Johannes Janssonius 1588-1664,[Amstelodami : Johannes Janssonius],,,1800000,300,55,45,25,5,,
4191,0106051080081,0106051080081.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3132,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3132,Territorio Padovano,1644,"Annotatie: Kaart uitgegeven in de periode tussen 1644-1658; Origineel is Blad 159 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 8 Milliaria Italica (=5,8 cm), en: 2 Milliaria Germanica communia (=5,8 cm)",,Amstelodami : Apud Ioannem Ianssonium,,,256000,300,45.75,45.083333333333,12.25,11.333333333333,,
1417,0106051019001,0106051019001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/2991,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/2991,Comté et Gouvernement de Provence / par Mr. Samson [i.e. Sanson],1645,"Annotatie: Oorspr. verschenen in: Nieuwen atlas ofte Weereldt-beschrijvinghe tweede deel ... - Amstelodami : apud Ioannem Ianssonium, 1645; Origineel is Blad 18 in atlas factice","Sanson, Nicolas",[Amsterdam : Joannes Janssonius],43,54,500000,300,45.25,42.833333333333,7.8333333333333,4.0833333333333,,
1559,0106051080082,0106051080082.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3133,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3133,Dvcato di Ferrara,1645,"Annotatie: Origineel is Blad 160 in atlas factice; Annotatie geografische gegevens: Schaalstokken op de kaart: 8 Milliaria Italica (=4,5 cm), en: 2 Milliaria Germanica (=4,5 cm)",,Amstelodami : sumptibus Ioannis Ianssonii,,,330000,300,45,44.5,12.416666666667,11.25,,
1682,0106051067001,0106051067001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3045,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3045,"Fossa Eugeniana quae a Rheno ad Mosam duci coepta est, anno MDCXXII ductu comitis Henrici vanden Berge / [Joannes Janssonius]",1645,"Annotatie: Het eerst verschenen in: Novus Atlas, das ist, Weltbeschreibung ... Zweite Theil. - Amsterdami : apud Iohannem Ianssonium, 1645; Origineel is Blad 66 in atlas factice; Annotatie geografische gegevens: Noordwest boven","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : sumptibus Ioannis Ianssonii,37,49,80000,300,52.583333333333,50.333333333333,9.5,5.8333333333333,,
965,0106051030001,0106051030001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3004,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3004,Cantium vernacule Kent / [Joannes Janssonius],1646,"Annotatie: Oorspr. verschenen in: Ioannis Ianssonii Atlas Novus ... - Amstelodami : apud Iohannem Ianssonium, 1646; Origineel is Blad 29 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Ioannem Ianssonium,38,50,200000,300,51.666666666667,50.833333333333,1.5,-0.083333333333333,,
1627,0106051029001,0106051029001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3003,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3003,Essexiae descriptio = The description of Essex / [Joannes Janssonius],1646,"titelvariant: The description of Essex; Annotatie: Oorspr. verschenen in: Ioannis Ianssonii Novus Atlas ... - Amstelodami : apud Iohannem Ianssonium, 1646; Origineel is Blad 28 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : sumptibus Ioannis Ianssonii,38,49,220000,300,52.25,51.333333333333,1.25,-0.083333333333333,,
2862,0106051028001,0106051028001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3002,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3002,Middelsexiae cum Hertfordiae comitatu: = Midlesex & Hertford Shire / [Joannes Janssonius],1646,"titelvariant: Midlesex & Hertford Shire; Annotatie: Oorspr. verschenen in: Ioannis Ianssonii Novus atlas ... - Amstelodami : apud Iohannem Ianssonium, 1646; Origineel is Blad 27 in atlas factice; Annotatie geografische gegevens: West boven","Janssonius, Joannes (jr.) (1588-1664)",Amstelodami : apud Ioannem Ianssonium,44,55,165000,300,51.833333333333,51.166666666667,-0.25,-0.58333333333333,,
3075,0106051080127,0106051080127.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3188,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3188,Nova Barbariae descriptio,1646,"Annotatie: Kaart uitg. tussen ca. 1647-ca. 1657; Origineel is Blad 205 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 90 Milliaria Germanica (=5,5 cm), en: 90 Milliaria Hispanica (=4,6 cm).",,Amstelodami : apud Joannem Janssonium,,,12500000,300,40,19,37,-20,,
3435,0106051080076,0106051080076.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3126,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3126,"Principatus Pedemontii, Ducatus Augustæ Prætoriæ, Salutii Marchionatus, Astæ, Vercellarum Et Niceæ Comitatus Nova Tabula",1646,"Annotatie: Kaart uitgegeven tussen [ca. 1646-ca. 1680]; Origineel is Blad 154 in atlas factice; Annotatie geografische gegevens: Schaalstokken op de kaart: 15 Milliaria Italica communia (= 4,7 cm), en: 4 Milliaria Germanica communia (= 5,5 cm); West boven; Kaart geeft de regio Piemonte weer, m.n. het gebied rondom Turijn",,Amstelodami : Ioannes Janßonius exeudit,,,450000,300,46.583333333333,44.083333333333,9.25,6.5833333333333,,
4106,0106051027001,0106051027001.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3001,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3001,Surria vernacule Surrey / [Joannes Janssonius],1646,"Annotatie: Oorspr. verschenen in: Ioannis Ianssonii Novus atlas ... - Amstelodami : apud Iohannem Ianssonium, 1646; Origineel is Blad 26 in atlas factice","Janssonius, Joannes (jr.) (1588-1664)",[Amsterdam : Joannes Janssonius],39,50,200000,300,51.583333333333,51,0,-0.91666666666667,,
960,0106051080086,0106051080086.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3138,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3138,Campagna di Roma; olim Latium: patrimonio di S. Pietro et Sabina,1647,Annotatie: Origineel is Blad 164 in atlas factice; Annotatie geografische gegevens: Met 2 schaalstokken,,Amstelodami : excudebat Ioannes Ianssonius,40,51,300000,300,42.833333333333,41.166666666667,14,11.416666666667,,
1547,0106051080080,0106051080080.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3131,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3131,Dominivm Venetvm in Italia,1647,"Annotatie: Origineel is Blad 158 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 28 Milliaria Italica Communia (= 5,5 cm), en: 7 Milliaria Germanica Communia (= 5,2 cm)",,Amstelodami : Apud Ioannem Ianssonium,,,850000,300,46.666666666667,44.75,13.166666666667,10.583333333333,,
2117,0106051080130,0106051080130.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3191,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3191,Gvinea,1647,"Annotatie: Kaart uitg. in de periode ca. 1647-ca. 1657; Origineel is Blad 208 in atlas factice; Annotatie geografische gegevens: Schaalstokken op kaart: 30 Milliaria Germanica communia (=3,5 cm), en: 35 Leucæ Hispanicæ (=3,5 cm)",,Amstelodami : Sumptibus Joannis Janßonii,,,6550000,300,28,4,16,-25,,
4071,0106051080084,0106051080084.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3136,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3136,Stato della Chiesa con la Toscana,1647,"Annotatie: Met opdracht van Henricus Hondius; Origineel is Blad 162 in atlas factice; Annotatie geografische gegevens: Schaalstokken op de kaart: 60 Milliaria Italica communia (=10 cm), en: 12 Milliaria Germanica communia (=8,6 cm)",,Amstelodami : Sumptibus Ioannis Ianssonii,,,1035000,300,48,35,19,6,,
4072,0106051080077,0106051080077.tif,http://imagebase.ubvu.vu.nl/cdm/ref/collection/krt/id/3127,http://imagebase.ubvu.vu.nl/cdm/deepzoom/collection/krt/id/3127,Stato di Milano,1647,Annotatie: Origineel is Blad 155 in atlas factice; Annotatie geografische gegevens: Schaalstok: Scala di miglia tredeci d'Italia,,[Amstelodami] : [apud Ioannem Ianssonium],,,500000,300,46.666666666667,44.666666666667,11.416666666667,8.5,,
